Gene_ID	lncRNA_ID	Other_Name	Species	Ref_Genome_Vers	Chr	Start	End	Strand	Exon_Num	Type	Validate	Note	Source	PLEK	CPC	CREMA	RNAplonc	Experimental	Confidence Level
GMAX_LNC002753	GMAX_LNC002753.1		Glycine_max	GCF_000004515.5	NC_038248.1	39131855	39189916	+	2	lncRNA	No		PLncDB	-2.0023400000000002	-0.58223	0.9998960310836039	0.852	0	High
GMAX_LNC002751	GMAX_LNC002751.2		Glycine_max	GCF_000004515.5	NC_038248.1	39183994	39236876	-	2	lncRNA	No		PLncDB	-1.26747	-0.591467	0.8573253353278409	0.852	0	High
GMAX_LNC002751	GMAX_LNC002751.3		Glycine_max	GCF_000004515.5	NC_038248.1	39183996	39245714	-	2	lncRNA	No		PLncDB	-0.480013	-0.598775	0.8573253353278409	0.955	0	High
GMAX_LNC002754	GMAX_LNC002754.1		Glycine_max	GCF_000004515.5	NC_038248.1	39190385	39241230	+	2	lncRNA	No		PLncDB	-1.97865	-1.59061	0.9998960310836039	0.852	0	High
GMAX_LNC002755	GMAX_LNC002755.1		Glycine_max	GCF_000004515.5	NC_038248.1	39305372	39305668	.	1	lncRNA	No		PLncDB	-2.26337	-0.504264	0.9998960310836039	0.863	0	High
GMAX_LNC002756	GMAX_LNC002756.1		Glycine_max	GCF_000004515.5	NC_038248.1	39390133	39390603	-	2	lncRNA	No		PLncDB	-2.08039	-1.59061	0.9998960310836039	0.863	0	High
GMAX_LNC002757	GMAX_LNC002757.1		Glycine_max	GCF_000004515.5	NC_038248.1	39735801	39736742	+	1	lncRNA	No		PLncDB	-0.170294	-1.08247	0.9998960310836039	0.852	0	High
GMAX_LNC002757	GMAX_LNC002757.2		Glycine_max	GCF_000004515.5	NC_038248.1	39736154	39736742	+	2	lncRNA	No		PLncDB	-1.0639299999999998	-1.59061	0.9998960310836039	0.852	0	High
GMAX_LNC002758	GMAX_LNC002758.1		Glycine_max	GCF_000004515.5	NC_038248.1	39877001	39877333	.	1	lncRNA	No		PLncDB	-2.32616	-1.2488700000000001	0.9998960310836039	0.863	0	High
GMAX_LNC002759	GMAX_LNC002759.1		Glycine_max	GCF_000004515.5	NC_038248.1	39920432	39921014	+	2	lncRNA	No		PLncDB	-2.15821	-1.59061	0.9998960310836039	0.863	0	High
GMAX_LNC002760	GMAX_LNC002760.1		Glycine_max	GCF_000004515.5	NC_038249.1	492666	493046	+	2	lncRNA	No		PLncDB	-2.16853	-0.21849699999999997	0.805511022240234	0.863	0	High
GMAX_LNC002761	GMAX_LNC002761.1		Glycine_max	GCF_000004515.5	NC_038249.1	665479	673471	-	2	lncRNA	No		PLncDB	-2.18874	-0.636879	0.0344370341195986	0.863	0	High
GMAX_LNC002762	GMAX_LNC002762.1		Glycine_max	GCF_000004515.5	NC_038249.1	887962	888465	-	2	lncRNA	No		PLncDB	-2.35606	-1.59061	0.0344370341195986	0.863	0	High
GMAX_LNC002762	GMAX_LNC002762.2		Glycine_max	GCF_000004515.5	NC_038249.1	887964	888357	-	2	lncRNA	No		PLncDB	-2.33825	-1.59061	0.9998960310836039	0.863	0	High
GMAX_LNC002762	GMAX_LNC002762.3		Glycine_max	GCF_000004515.5	NC_038249.1	887964	888357	-	2	lncRNA	No		PLncDB	-2.36191	-1.59061	0.9998960310836039	0.863	0	High
GMAX_LNC002762	GMAX_LNC002762.4		Glycine_max	GCF_000004515.5	NC_038249.1	888045	888357	-	3	lncRNA	No		PLncDB	-2.3546	-1.59061	0.5500775704287271	0.863	0	High
GMAX_LNC002762	GMAX_LNC002762.5		Glycine_max	GCF_000004515.5	NC_038249.1	888046	888366	-	2	lncRNA	No		PLncDB	-2.33592	-1.59061	0.990911290235174	0.863	0	High
GMAX_LNC002762	GMAX_LNC002762.6		Glycine_max	GCF_000004515.5	NC_038249.1	888058	888465	-	3	lncRNA	No		PLncDB	-2.33082	-1.59061	0.805511022240234	0.863	0	High
GMAX_LNC002762	GMAX_LNC002762.7		Glycine_max	GCF_000004515.5	NC_038249.1	888058	888465	-	3	lncRNA	No		PLncDB	-2.32711	-1.59061	0.5500775704287271	0.863	0	High
GMAX_LNC002762	GMAX_LNC002762.8		Glycine_max	GCF_000004515.5	NC_038249.1	888105	888366	-	2	lncRNA	No		PLncDB	-2.3300400000000003	-1.59061	0.805511022240234	0.863	0	High
GMAX_LNC002762	GMAX_LNC002762.9		Glycine_max	GCF_000004515.5	NC_038249.1	888130	888366	-	2	lncRNA	No		PLncDB	-2.33111	-1.59061	0.657900574269224	0.863	0	High
GMAX_LNC002763	GMAX_LNC002763.1		Glycine_max	GCF_000004515.5	NC_038249.1	907893	909440	-	4	lncRNA	No		PLncDB	-0.673241	-0.023660499999999998	0.0344370341195986	0.852	0	High
GMAX_LNC002763	GMAX_LNC002763.2		Glycine_max	GCF_000004515.5	NC_038249.1	908020	909440	-	4	lncRNA	No		PLncDB	-0.195155	-0.127343	0.0344370341195986	0.863	0	High
GMAX_LNC002764	GMAX_LNC002764.1		Glycine_max	GCF_000004515.5	NC_038249.1	951825	952260	+	2	lncRNA	No		PLncDB	-2.3818599999999996	-1.59061	0.0344370341195986	0.863	0	High
GMAX_LNC002765	GMAX_LNC002765.1		Glycine_max	GCF_000004515.5	NC_038249.1	1124083	1124283	.	1	lncRNA	No		PLncDB	-2.32652	-1.2407299999999999	0.736159394633712	0.863	0	High
GMAX_LNC002766	GMAX_LNC002766.1		Glycine_max	GCF_000004515.5	NC_038249.1	1237945	1238154	.	1	lncRNA	No		PLncDB	-2.52315	-1.26691	0.805511022240234	0.863	0	High
GMAX_LNC002767	GMAX_LNC002767.1		Glycine_max	GCF_000004515.5	NC_038249.1	1337246	1337529	+	2	lncRNA	No		PLncDB	-2.43812	-1.59061	0.9998960310836039	0.863	0	High
GMAX_LNC002768	GMAX_LNC002768.1		Glycine_max	GCF_000004515.5	NC_038249.1	1574253	1633847	-	6	lncRNA	No		PLncDB	-2.36777	-1.59061	0.0344370341195986	0.852	0	High
GMAX_LNC002768	GMAX_LNC002768.2		Glycine_max	GCF_000004515.5	NC_038249.1	1594590	1633649	-	4	lncRNA	No		PLncDB	-2.34443	-1.59061	0.9998960310836039	0.863	0	High
GMAX_LNC002768	GMAX_LNC002768.3		Glycine_max	GCF_000004515.5	NC_038249.1	1603407	1633847	-	6	lncRNA	No		PLncDB	-2.37	-1.59061	0.9998960310836039	0.863	0	High
GMAX_LNC002768	GMAX_LNC002768.5		Glycine_max	GCF_000004515.5	NC_038249.1	1632859	1633685	-	3	lncRNA	No		PLncDB	-2.3897	-1.59061	0.9998960310836039	0.852	0	High
GMAX_LNC002768	GMAX_LNC002768.4		Glycine_max	GCF_000004515.5	NC_038249.1	1632859	1633807	-	4	lncRNA	No		PLncDB	-2.4046	-1.59061	0.0344370341195986	0.852	0	High
GMAX_LNC002768	GMAX_LNC002768.7		Glycine_max	GCF_000004515.5	NC_038249.1	1632879	1633649	-	3	lncRNA	No		PLncDB	-2.4121900000000003	-1.59061	0.9998960310836039	0.863	0	High
GMAX_LNC002768	GMAX_LNC002768.6		Glycine_max	GCF_000004515.5	NC_038249.1	1632879	1633807	-	3	lncRNA	No		PLncDB	-2.3975	-1.59061	0.0344370341195986	0.852	0	High
GMAX_LNC002768	GMAX_LNC002768.8		Glycine_max	GCF_000004515.5	NC_038249.1	1632879	1633807	-	5	lncRNA	No		PLncDB	-2.43079	-1.59061	0.37964187216150297	0.852	0	High
GMAX_LNC002768	GMAX_LNC002768.9		Glycine_max	GCF_000004515.5	NC_038249.1	1632879	1633807	-	6	lncRNA	No		PLncDB	-2.4055400000000002	-1.59061	0.37964187216150297	0.852	0	High
GMAX_LNC002768	GMAX_LNC002768.13		Glycine_max	GCF_000004515.5	NC_038249.1	1632880	1633649	-	3	lncRNA	No		PLncDB	-2.43926	-1.59061	0.998219011975943	0.863	0	High
GMAX_LNC002768	GMAX_LNC002768.10		Glycine_max	GCF_000004515.5	NC_038249.1	1632880	1633847	-	6	lncRNA	No		PLncDB	-2.40024	-1.59061	0.6809806918264051	0.852	0	High
GMAX_LNC002768	GMAX_LNC002768.12		Glycine_max	GCF_000004515.5	NC_038249.1	1632880	1633847	-	6	lncRNA	No		PLncDB	-2.39983	-1.59061	0.736159394633712	0.852	0	High
GMAX_LNC002768	GMAX_LNC002768.11		Glycine_max	GCF_000004515.5	NC_038249.1	1632880	1633931	-	6	lncRNA	No		PLncDB	-2.39036	-1.59061	0.6809806918264051	0.852	0	High
GMAX_LNC002768	GMAX_LNC002768.15		Glycine_max	GCF_000004515.5	NC_038249.1	1632981	1633649	-	4	lncRNA	No		PLncDB	-2.35343	-1.59061	0.998219011975943	0.863	0	High
GMAX_LNC002768	GMAX_LNC002768.16		Glycine_max	GCF_000004515.5	NC_038249.1	1632981	1633649	-	4	lncRNA	No		PLncDB	-2.35343	-1.59061	0.998219011975943	0.863	0	High
GMAX_LNC002768	GMAX_LNC002768.21		Glycine_max	GCF_000004515.5	NC_038249.1	1632981	1633649	-	4	lncRNA	No		PLncDB	-2.3616900000000003	-1.59061	0.9998960310836039	0.863	0	High
GMAX_LNC002768	GMAX_LNC002768.14		Glycine_max	GCF_000004515.5	NC_038249.1	1632981	1633685	-	4	lncRNA	No		PLncDB	-2.3540099999999997	-1.59061	0.998219011975943	0.863	0	High
GMAX_LNC002768	GMAX_LNC002768.17		Glycine_max	GCF_000004515.5	NC_038249.1	1632981	1633685	-	3	lncRNA	No		PLncDB	-2.33753	-1.59061	0.9998960310836039	0.863	0	High
GMAX_LNC002768	GMAX_LNC002768.18		Glycine_max	GCF_000004515.5	NC_038249.1	1632981	1633685	-	4	lncRNA	No		PLncDB	-2.34685	-1.59061	0.902139924461746	0.852	0	High
GMAX_LNC002768	GMAX_LNC002768.23		Glycine_max	GCF_000004515.5	NC_038249.1	1632981	1633685	-	3	lncRNA	No		PLncDB	-2.33548	-1.59061	0.998219011975943	0.863	0	High
GMAX_LNC002768	GMAX_LNC002768.19		Glycine_max	GCF_000004515.5	NC_038249.1	1632981	1633807	-	4	lncRNA	No		PLncDB	-2.3696	-1.59061	0.0344370341195986	0.852	0	High
GMAX_LNC002768	GMAX_LNC002768.20		Glycine_max	GCF_000004515.5	NC_038249.1	1632981	1633847	-	4	lncRNA	No		PLncDB	-2.34738	-1.59061	0.0344370341195986	0.852	0	High
GMAX_LNC002768	GMAX_LNC002768.22		Glycine_max	GCF_000004515.5	NC_038249.1	1632981	1633847	-	5	lncRNA	No		PLncDB	-2.3844	-1.59061	0.5827441908431079	0.852	0	High
GMAX_LNC002768	GMAX_LNC002768.24		Glycine_max	GCF_000004515.5	NC_038249.1	1632981	1633847	-	5	lncRNA	No		PLncDB	-2.3744099999999997	-1.59061	0.0344370341195986	0.852	0	High
GMAX_LNC002768	GMAX_LNC002768.25		Glycine_max	GCF_000004515.5	NC_038249.1	1632981	1633847	-	4	lncRNA	No		PLncDB	-2.3533	-1.59061	0.0344370341195986	0.852	0	High
GMAX_LNC002768	GMAX_LNC002768.26		Glycine_max	GCF_000004515.5	NC_038249.1	1632983	1633715	-	5	lncRNA	No		PLncDB	-2.3601099999999997	-1.59061	0.9998960310836039	0.863	0	High
GMAX_LNC002768	GMAX_LNC002768.29		Glycine_max	GCF_000004515.5	NC_038249.1	1632983	1633715	-	4	lncRNA	No		PLncDB	-2.35627	-1.59061	0.8542414865076802	0.852	0	High
GMAX_LNC002768	GMAX_LNC002768.27		Glycine_max	GCF_000004515.5	NC_038249.1	1632983	1633847	-	4	lncRNA	No		PLncDB	-2.35653	-1.59061	0.0344370341195986	0.852	0	High
GMAX_LNC002768	GMAX_LNC002768.28		Glycine_max	GCF_000004515.5	NC_038249.1	1632983	1633847	-	4	lncRNA	No		PLncDB	-2.33292	-1.59061	0.9998960310836039	0.863	0	High
GMAX_LNC002768	GMAX_LNC002768.31		Glycine_max	GCF_000004515.5	NC_038249.1	1632985	1633649	-	4	lncRNA	No		PLncDB	-2.34368	-1.59061	0.9998960310836039	0.863	0	High
GMAX_LNC002768	GMAX_LNC002768.30		Glycine_max	GCF_000004515.5	NC_038249.1	1632985	1633807	-	4	lncRNA	No		PLncDB	-2.3592	-1.59061	0.0344370341195986	0.863	0	High
GMAX_LNC002768	GMAX_LNC002768.32		Glycine_max	GCF_000004515.5	NC_038249.1	1632985	1633807	-	4	lncRNA	No		PLncDB	-2.36993	-1.59061	0.0344370341195986	0.852	0	High
GMAX_LNC002768	GMAX_LNC002768.33		Glycine_max	GCF_000004515.5	NC_038249.1	1632992	1633715	-	4	lncRNA	No		PLncDB	-2.3624	-1.59061	0.9998960310836039	0.863	0	High
GMAX_LNC002768	GMAX_LNC002768.34		Glycine_max	GCF_000004515.5	NC_038249.1	1632993	1633715	-	5	lncRNA	No		PLncDB	-2.36002	-1.59061	0.9998960310836039	0.863	0	High
GMAX_LNC002768	GMAX_LNC002768.35		Glycine_max	GCF_000004515.5	NC_038249.1	1633009	1633807	-	6	lncRNA	No		PLncDB	-2.35529	-1.59061	0.902139924461746	0.852	0	High
GMAX_LNC002768	GMAX_LNC002768.36		Glycine_max	GCF_000004515.5	NC_038249.1	1633009	1633807	-	6	lncRNA	No		PLncDB	-2.35529	-1.59061	0.902139924461746	0.852	0	High
GMAX_LNC002768	GMAX_LNC002768.37		Glycine_max	GCF_000004515.5	NC_038249.1	1633032	1633616	-	4	lncRNA	No		PLncDB	-2.33127	-1.59061	0.5500775704287271	0.863	0	High
GMAX_LNC002768	GMAX_LNC002768.41		Glycine_max	GCF_000004515.5	NC_038249.1	1633035	1633649	-	3	lncRNA	No		PLncDB	-2.34103	-1.59061	0.9998960310836039	0.863	0	High
GMAX_LNC002768	GMAX_LNC002768.40		Glycine_max	GCF_000004515.5	NC_038249.1	1633035	1633685	-	3	lncRNA	No		PLncDB	-2.34229	-1.59061	0.998219011975943	0.852	0	High
GMAX_LNC002768	GMAX_LNC002768.39		Glycine_max	GCF_000004515.5	NC_038249.1	1633035	1633715	-	3	lncRNA	No		PLncDB	-2.34238	-1.59061	0.9998960310836039	0.863	0	High
GMAX_LNC002768	GMAX_LNC002768.38		Glycine_max	GCF_000004515.5	NC_038249.1	1633035	1633807	-	4	lncRNA	No		PLncDB	-2.34173	-1.59061	0.998219011975943	0.852	0	High
GMAX_LNC002768	GMAX_LNC002768.42		Glycine_max	GCF_000004515.5	NC_038249.1	1633064	1633715	-	4	lncRNA	No		PLncDB	-2.3479099999999997	-1.59061	0.9998960310836039	0.863	0	High
GMAX_LNC002768	GMAX_LNC002768.43		Glycine_max	GCF_000004515.5	NC_038249.1	1633064	1633715	-	5	lncRNA	No		PLncDB	-2.34259	-1.59061	0.9998960310836039	0.863	0	High
GMAX_LNC002768	GMAX_LNC002768.44		Glycine_max	GCF_000004515.5	NC_038249.1	1633068	1633685	-	4	lncRNA	No		PLncDB	-2.36078	-1.59061	0.9998960310836039	0.863	0	High
GMAX_LNC002768	GMAX_LNC002768.45		Glycine_max	GCF_000004515.5	NC_038249.1	1633068	1633685	-	4	lncRNA	No		PLncDB	-2.34849	-1.59061	0.9998960310836039	0.863	0	High
GMAX_LNC002768	GMAX_LNC002768.46		Glycine_max	GCF_000004515.5	NC_038249.1	1633094	1633685	-	3	lncRNA	No		PLncDB	-2.33061	-1.59061	0.998219011975943	0.852	0	High
GMAX_LNC002768	GMAX_LNC002768.47		Glycine_max	GCF_000004515.5	NC_038249.1	1633127	1633649	-	3	lncRNA	No		PLncDB	-2.33897	-1.59061	0.9998960310836039	0.863	0	High
GMAX_LNC002768	GMAX_LNC002768.48		Glycine_max	GCF_000004515.5	NC_038249.1	1633157	1633649	-	3	lncRNA	No		PLncDB	-2.33019	-1.59061	0.9998960310836039	0.863	0	High
GMAX_LNC002768	GMAX_LNC002768.49		Glycine_max	GCF_000004515.5	NC_038249.1	1633157	1633649	-	3	lncRNA	No		PLncDB	-2.33012	-1.59061	0.9998960310836039	0.863	0	High
GMAX_LNC002768	GMAX_LNC002768.50		Glycine_max	GCF_000004515.5	NC_038249.1	1633253	1633649	-	3	lncRNA	No		PLncDB	-2.3275099999999997	-1.59061	0.805511022240234	0.863	0	High
GMAX_LNC002769	GMAX_LNC002769.1		Glycine_max	GCF_000004515.5	NC_038249.1	1760056	1760292	.	1	lncRNA	No		PLncDB	-2.41823	-1.49567	0.990911290235174	0.863	0	High
GMAX_LNC002770	GMAX_LNC002770.1		Glycine_max	GCF_000004515.5	NC_038249.1	1762137	1762408	.	1	lncRNA	No		PLncDB	-2.3853299999999997	-1.1797799999999998	0.805511022240234	0.0	0	High
GMAX_LNC002771	GMAX_LNC002771.1		Glycine_max	GCF_000004515.5	NC_038249.1	1765147	1765346	.	1	lncRNA	No		PLncDB	-2.3376099999999997	-1.30209	0.5500775704287271	0.863	0	High
GMAX_LNC002772	GMAX_LNC002772.1		Glycine_max	GCF_000004515.5	NC_038249.1	1837421	1837627	.	1	lncRNA	No		PLncDB	-2.30171	-1.43221	0.805511022240234	0.863	0	High
GMAX_LNC002773	GMAX_LNC002773.1		Glycine_max	GCF_000004515.5	NC_038249.1	1924980	1929288	-	2	lncRNA	No		PLncDB	-0.8336049999999999	-1.59061	0.999707380987926	0.6970000000000001	0	High
GMAX_LNC002773	GMAX_LNC002773.2		Glycine_max	GCF_000004515.5	NC_038249.1	1924980	1929288	-	2	lncRNA	No		PLncDB	-1.07965	-1.59061	0.8573253353278409	0.6970000000000001	0	High
GMAX_LNC002774	GMAX_LNC002774.1		Glycine_max	GCF_000004515.5	NC_038249.1	2208075	2208293	.	1	lncRNA	No		PLncDB	-2.42875	-1.38982	0.805511022240234	0.863	0	High
GMAX_LNC002775	GMAX_LNC002775.1		Glycine_max	GCF_000004515.5	NC_038249.1	2660894	2661140	.	1	lncRNA	No		PLncDB	-2.35017	-0.9393520000000001	0.805511022240234	0.863	0	High
GMAX_LNC002776	GMAX_LNC002776.1		Glycine_max	GCF_000004515.5	NC_038249.1	2672967	2673222	.	1	lncRNA	No		PLncDB	-2.2434	-1.25832	0.805511022240234	0.863	0	High
GMAX_LNC002777	GMAX_LNC002777.1		Glycine_max	GCF_000004515.5	NC_038249.1	2676622	2676855	.	1	lncRNA	No		PLncDB	-2.29811	-0.182229	0.0344370341195986	0.863	0	High
GMAX_LNC002778	GMAX_LNC002778.1		Glycine_max	GCF_000004515.5	NC_038249.1	2725082	2725532	.	1	lncRNA	No		PLncDB	-1.5935700000000002	-0.935585	0.0752671317564969	0.863	0	High
GMAX_LNC002780	GMAX_LNC002780.1		Glycine_max	GCF_000004515.5	NC_038249.1	3047274	3067366	-	2	lncRNA	No		PLncDB	-0.16528299999999999	-0.89336	0.0344370341195986	0.852	0	High
GMAX_LNC002779	GMAX_LNC002779.1		Glycine_max	GCF_000004515.5	NC_038249.1	3070174	3126742	+	4	lncRNA	No		PLncDB	-2.36927	-0.627356	0.9998960310836039	0.863	0	High
GMAX_LNC002781	GMAX_LNC002781.1		Glycine_max	GCF_000004515.5	NC_038249.1	3092126	3177157	+	3	lncRNA	No		PLncDB	-2.25946	-0.00295955	0.736159394633712	0.863	0	High
GMAX_LNC002782	GMAX_LNC002782.1		Glycine_max	GCF_000004515.5	NC_038249.1	3710517	3725995	+	2	lncRNA	No		PLncDB	-2.19266	-0.379859	0.736159394633712	0.863	0	High
GMAX_LNC002783	GMAX_LNC002783.1		Glycine_max	GCF_000004515.5	NC_038249.1	3954738	3954969	+	1	lncRNA	No		PLncDB	-2.4222200000000003	-1.4315200000000001	0.736159394633712	0.863	0	High
GMAX_LNC002784	GMAX_LNC002784.1		Glycine_max	GCF_000004515.5	NC_038249.1	4525397	4525895	-	2	lncRNA	No		PLncDB	-1.6315600000000001	-1.59061	0.998219011975943	0.863	0	High
GMAX_LNC002785	GMAX_LNC002785.1		Glycine_max	GCF_000004515.5	NC_038249.1	4962938	4963492	.	1	lncRNA	No		PLncDB	-1.9310599999999998	-1.1535	0.993717850807644	0.852	0	High
GMAX_LNC002786	GMAX_LNC002786.1		Glycine_max	GCF_000004515.5	NC_038249.1	5186975	5189258	.	1	lncRNA	No		PLncDB	-1.71475	-1.126	0.8573253353278409	0.825	0	High
GMAX_LNC002787	GMAX_LNC002787.1		Glycine_max	GCF_000004515.5	NC_038249.1	5365038	5365329	.	1	lncRNA	No		PLncDB	-2.61433	-0.974375	0.9998960310836039	0.863	0	High
GMAX_LNC002788	GMAX_LNC002788.1		Glycine_max	GCF_000004515.5	NC_038249.1	5400446	5401951	-	2	lncRNA	No		PLncDB	-2.32057	-1.59061	0.805511022240234	0.863	0	High
GMAX_LNC002789	GMAX_LNC002789.1		Glycine_max	GCF_000004515.5	NC_038249.1	5650776	5664380	-	3	lncRNA	No		PLncDB	-2.32502	-1.59061	0.805511022240234	0.863	0	High
GMAX_LNC002790	GMAX_LNC002790.1		Glycine_max	GCF_000004515.5	NC_038249.1	5961749	5961967	.	1	lncRNA	No		PLncDB	-2.2183200000000003	-1.32597	0.736159394633712	0.863	0	High
GMAX_LNC002791	GMAX_LNC002791.1		Glycine_max	GCF_000004515.5	NC_038249.1	6713091	6713294	.	1	lncRNA	No		PLncDB	-2.3202700000000003	-1.25878	0.805511022240234	0.863	0	High
GMAX_LNC002792	GMAX_LNC002792.1		Glycine_max	GCF_000004515.5	NC_038249.1	8014763	8015873	.	1	lncRNA	No		PLncDB	-0.361585	-0.9917229999999999	0.9998960310836039	0.852	0	High
GMAX_LNC002793	GMAX_LNC002793.1		Glycine_max	GCF_000004515.5	NC_038249.1	8435482	8436071	.	1	lncRNA	No		PLncDB	-2.74111	-1.3160399999999999	0.0344370341195986	0.852	0	High
GMAX_LNC002794	GMAX_LNC002794.1		Glycine_max	GCF_000004515.5	NC_038249.1	8819651	8820781	+	2	lncRNA	No		PLncDB	-1.0577299999999998	-1.59061	0.0344370341195986	0.852	0	High
GMAX_LNC002795	GMAX_LNC002795.1		Glycine_max	GCF_000004515.5	NC_038249.1	8939495	8939854	.	1	lncRNA	No		PLncDB	-2.65653	-0.936415	0.0344370341195986	0.863	0	High
GMAX_LNC002796	GMAX_LNC002796.1		Glycine_max	GCF_000004515.5	NC_038249.1	9328965	9329197	.	1	lncRNA	No		PLncDB	-2.32442	-1.31861	0.736159394633712	0.863	0	High
GMAX_LNC002797	GMAX_LNC002797.1		Glycine_max	GCF_000004515.5	NC_038249.1	9594866	9595653	.	1	lncRNA	No		PLncDB	-1.76941	-1.06461	0.9998960310836039	0.852	0	High
GMAX_LNC002798	GMAX_LNC002798.1		Glycine_max	GCF_000004515.5	NC_038249.1	10163891	10164114	.	1	lncRNA	No		PLncDB	-2.1817599999999997	-0.568751	0.736159394633712	0.863	0	High
GMAX_LNC002799	GMAX_LNC002799.1		Glycine_max	GCF_000004515.5	NC_038249.1	10491501	10540372	+	2	lncRNA	No		PLncDB	-1.7723099999999998	-1.59061	0.994139688426968	0.852	0	High
GMAX_LNC002799	GMAX_LNC002799.2		Glycine_max	GCF_000004515.5	NC_038249.1	10491714	10540372	+	2	lncRNA	No		PLncDB	-1.98803	-1.59061	0.9998960310836039	0.863	0	High
GMAX_LNC002800	GMAX_LNC002800.1		Glycine_max	GCF_000004515.5	NC_038249.1	10540579	10550774	+	2	lncRNA	No		PLncDB	-1.81513	-1.59061	0.9998960310836039	0.852	0	High
GMAX_LNC002801	GMAX_LNC002801.1		Glycine_max	GCF_000004515.5	NC_038249.1	10571087	10573742	+	2	lncRNA	No		PLncDB	-2.02327	-1.59061	0.9998960310836039	0.863	0	High
GMAX_LNC002802	GMAX_LNC002802.1		Glycine_max	GCF_000004515.5	NC_038249.1	10578707	10579480	+	2	lncRNA	No		PLncDB	-2.05742	-0.837166	0.5500775704287271	0.863	0	High
GMAX_LNC002803	GMAX_LNC002803.1		Glycine_max	GCF_000004515.5	NC_038249.1	10650795	10651079	.	1	lncRNA	No		PLncDB	-2.3942200000000002	-1.2369	0.0752671317564969	0.863	0	High
GMAX_LNC002805	GMAX_LNC002805.1		Glycine_max	GCF_000004515.5	NC_038249.1	10835883	10841456	+	2	lncRNA	No		PLncDB	-2.22222	-1.59061	0.9998960310836039	0.863	0	High
GMAX_LNC002804	GMAX_LNC002804.1		Glycine_max	GCF_000004515.5	NC_038249.1	10835924	10841829	-	2	lncRNA	No		PLncDB	-2.17115	-1.59061	0.9998960310836039	0.852	0	High
GMAX_LNC002805	GMAX_LNC002805.2		Glycine_max	GCF_000004515.5	NC_038249.1	10835925	10841456	+	2	lncRNA	No		PLncDB	-2.05993	-1.59061	0.998219011975943	0.863	0	High
GMAX_LNC002805	GMAX_LNC002805.3		Glycine_max	GCF_000004515.5	NC_038249.1	10835925	10841456	+	2	lncRNA	No		PLncDB	-2.05993	-1.59061	0.998219011975943	0.863	0	High
GMAX_LNC002806	GMAX_LNC002806.1		Glycine_max	GCF_000004515.5	NC_038249.1	10870561	10871205	.	1	lncRNA	No		PLncDB	-1.12517	-1.00167	0.8573253353278409	0.852	0	High
GMAX_LNC002807	GMAX_LNC002807.1		Glycine_max	GCF_000004515.5	NC_038249.1	10886591	10886857	.	1	lncRNA	No		PLncDB	-2.61388	-0.047054900000000004	0.9998960310836039	0.863	0	High
GMAX_LNC002808	GMAX_LNC002808.1		Glycine_max	GCF_000004515.5	NC_038249.1	10903187	10904386	.	1	lncRNA	No		PLncDB	-2.2346	-1.16468	0.9998960310836039	0.852	0	High
GMAX_LNC002809	GMAX_LNC002809.1		Glycine_max	GCF_000004515.5	NC_038249.1	11128046	11129546	+	2	lncRNA	No		PLncDB	-1.26338	-1.59061	0.9998960310836039	0.852	0	High
GMAX_LNC002810	GMAX_LNC002810.1		Glycine_max	GCF_000004515.5	NC_038249.1	11459149	11459650	.	1	lncRNA	No		PLncDB	-3.02354	-1.20577	0.9998960310836039	0.863	0	High
GMAX_LNC002811	GMAX_LNC002811.1		Glycine_max	GCF_000004515.5	NC_038249.1	12528521	12528762	.	1	lncRNA	No		PLncDB	-2.20297	-1.17841	0.736159394633712	0.863	0	High
GMAX_LNC002812	GMAX_LNC002812.1		Glycine_max	GCF_000004515.5	NC_038249.1	12703613	12703901	.	1	lncRNA	No		PLncDB	-2.262	-1.0844200000000002	0.9998960310836039	0.863	0	High
GMAX_LNC002813	GMAX_LNC002813.1		Glycine_max	GCF_000004515.5	NC_038249.1	12943278	12943495	.	1	lncRNA	No		PLncDB	-2.35023	-1.51271	0.805511022240234	0.863	0	High
GMAX_LNC002814	GMAX_LNC002814.1		Glycine_max	GCF_000004515.5	NC_038249.1	12944433	12944639	.	1	lncRNA	No		PLncDB	-2.2905	-1.47712	0.9998960310836039	0.863	0	High
GMAX_LNC002815	GMAX_LNC002815.1		Glycine_max	GCF_000004515.5	NC_038249.1	12949273	12949580	.	1	lncRNA	No		PLncDB	-2.42523	-1.4118700000000002	0.9998960310836039	0.863	0	High
GMAX_LNC002816	GMAX_LNC002816.1		Glycine_max	GCF_000004515.5	NC_038249.1	13133185	13137278	+	2	lncRNA	No		PLncDB	-1.6908400000000001	-0.8594209999999999	0.0344370341195986	0.852	0	High
GMAX_LNC002817	GMAX_LNC002817.1		Glycine_max	GCF_000004515.5	NC_038249.1	13507584	13507807	.	1	lncRNA	No		PLncDB	-2.05924	-0.693297	0.736159394633712	0.863	0	High
GMAX_LNC002818	GMAX_LNC002818.1		Glycine_max	GCF_000004515.5	NC_038249.1	13563681	13563903	.	1	lncRNA	No		PLncDB	-1.99849	-1.07784	0.990911290235174	0.863	0	High
GMAX_LNC002819	GMAX_LNC002819.1		Glycine_max	GCF_000004515.5	NC_038249.1	13989652	14044842	+	3	lncRNA	No		PLncDB	-2.19618	-1.59061	0.736159394633712	0.863	0	High
